split,group_id,class_name,source_group_image,original_path,split_dataset_path
train,group_1677,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1677\Bgrade__mirrv_cell0235.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrv_cell0235.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrv_cell0235.png
train,group_3948,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3948\ok__cell1138.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell1138.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell1138.png
train,group_7857,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7857\ok__rot2_cell0124.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot2_cell0124.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot2_cell0124.png
train,group_7796,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7796\ok__mirrv_cell2614.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell2614.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell2614.png
train,group_5820,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5820\ok__mirrh_cell1689.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1689.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1689.png
train,group_6783,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6783\ok__mirrv_cell0979.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell0979.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell0979.png
train,group_6490,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6490\ok__mirrv_cell0202.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell0202.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell0202.png
train,group_2504,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2504\Bgrade__rot2_cell2509.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot2_cell2509.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot2_cell2509.png
train,group_7708,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7708\ok__mirrv_cell2471.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell2471.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell2471.png
train,group_2370,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2370\Bgrade__rot2_cell0853.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot2_cell0853.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot2_cell0853.png
train,group_4968,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_4968\ok__img28_box0_cls1_conf0.94.jpg,C:\Users\my\PVModulecv\ResNetTrainData\ok\img28_box0_cls1_conf0.94.jpg,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__img28_box0_cls1_conf0.94.jpg
train,group_2218,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2218\Bgrade__rot2_cell0415.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot2_cell0415.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot2_cell0415.png
train,group_2219,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2219\Bgrade__rot2_cell0416.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot2_cell0416.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot2_cell0416.png
train,group_3327,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3327\Bgrade__rot_cell1404.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot_cell1404.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot_cell1404.png
train,group_5881,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5881\ok__mirrh_cell1802.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1802.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1802.png
train,group_3584,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3584\ok__cell0447.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0447.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0447.png
train,group_9228,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_9228\ok__rot_cell0222.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot_cell0222.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot_cell0222.png
train,group_7160,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7160\ok__mirrv_cell1535.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1535.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1535.png
train,group_6730,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6730\ok__mirrv_cell0905.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell0905.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell0905.png
train,group_9305,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_9305\ok__rot_cell0565.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot_cell0565.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot_cell0565.png
train,group_3116,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3116\Bgrade__rot_cell0414.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot_cell0414.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot_cell0414.png
train,group_0086,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0086\ok__rot3_cell1541.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1541.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1541.png
train,group_2802,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2802\Bgrade__rot3_cell0759.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot3_cell0759.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot3_cell0759.png
train,group_3672,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3672\ok__cell0658.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0658.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0658.png
train,group_3668,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3668\ok__cell0653.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0653.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0653.png
train,group_9199,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_9199\ok__rot_cell0172.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot_cell0172.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot_cell0172.png
train,group_7307,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7307\ok__mirrv_cell1830.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1830.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1830.png
train,group_4591,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_4591\ok__cell2129.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell2129.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell2129.png
train,group_2020,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2020\Bgrade__mirrv_cell1712.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrv_cell1712.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrv_cell1712.png
train,group_6841,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6841\ok__mirrv_cell1069.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1069.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1069.png
train,group_2526,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2526\Bgrade__rot3_cell0026.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot3_cell0026.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot3_cell0026.png
train,group_6383,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6383\ok__mirrh_cell2614.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell2614.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell2614.png
train,group_9185,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_9185\ok__rot_cell0149.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot_cell0149.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot_cell0149.png
train,group_3213,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3213\Bgrade__rot_cell0626.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot_cell0626.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot_cell0626.png
train,group_7865,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7865\ok__rot2_cell0138.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot2_cell0138.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot2_cell0138.png
train,group_5367,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5367\ok__mirrh_cell0959.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell0959.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell0959.png
train,group_5905,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5905\ok__mirrh_cell1836.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1836.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1836.png
train,group_2896,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2896\Bgrade__rot3_cell1629.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot3_cell1629.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot3_cell1629.png
train,group_0245,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0245\Bgrade__cell1415.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\cell1415.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__cell1415.png
train,group_4715,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_4715\ok__cell2261.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell2261.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell2261.png
train,group_8644,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8644\ok__rot3_cell1855.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1855.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1855.png
train,group_3426,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3426\ok__cell0063.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0063.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0063.png
train,group_6056,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6056\ok__mirrh_cell2100.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell2100.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell2100.png
train,group_6590,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6590\ok__mirrv_cell0589.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell0589.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell0589.png
train,group_5796,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5796\ok__mirrh_cell1605.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1605.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1605.png
train,group_5398,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5398\ok__mirrh_cell1002.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1002.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1002.png
train,group_6335,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6335\ok__mirrh_cell2549.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell2549.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell2549.png
train,group_2002,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2002\Bgrade__mirrv_cell1643.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrv_cell1643.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrv_cell1643.png
train,group_7962,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7962\ok__rot2_cell0508.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot2_cell0508.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot2_cell0508.png
train,group_0870,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0870\Bgrade__cell0702.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\cell0702.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__cell0702.png
train,group_0357,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0357\ok__cell2302.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell2302.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell2302.png
train,group_9306,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_9306\ok__rot_cell0566.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot_cell0566.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot_cell0566.png
train,group_7151,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7151\ok__mirrv_cell1524.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1524.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1524.png
train,group_6727,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6727\ok__mirrv_cell0901.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell0901.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell0901.png
train,group_1276,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1276\Bgrade__mirrh_cell0346.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrh_cell0346.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrh_cell0346.png
train,group_1891,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1891\Bgrade__mirrv_cell0713.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrv_cell0713.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrv_cell0713.png
train,group_8114,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8114\ok__rot2_cell0823.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot2_cell0823.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot2_cell0823.png
train,group_5740,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5740\ok__mirrh_cell1520.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1520.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1520.png
train,group_8620,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8620\ok__rot3_cell1812.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1812.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1812.png
train,group_3564,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3564\ok__cell0331.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0331.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0331.png
train,group_4959,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_4959\ok__cell2624.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell2624.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell2624.png
train,group_7236,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7236\ok__mirrv_cell1707.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1707.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1707.png
train,group_2381,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2381\Bgrade__rot2_cell0870.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot2_cell0870.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot2_cell0870.png
train,group_3824,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3824\ok__cell0942.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0942.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0942.png
train,group_7439,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7439\ok__mirrv_cell2050.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell2050.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell2050.png
train,group_8952,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8952\ok__rot3_cell2361.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell2361.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell2361.png
train,group_3307,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3307\Bgrade__rot_cell1075.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot_cell1075.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot_cell1075.png
train,group_0493,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_0493\ok__rot3_cell1969.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1969.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1969.png
train,group_3500,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3500\ok__cell0153.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0153.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0153.png
train,group_5823,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5823\ok__mirrh_cell1692.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1692.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1692.png
train,group_1117,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1117\Bgrade__img177_box0_cls1_conf0.94.jpg,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\img177_box0_cls1_conf0.94.jpg,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__img177_box0_cls1_conf0.94.jpg
train,group_8254,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8254\ok__rot3_cell1201.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1201.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1201.png
train,group_9267,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_9267\ok__rot_cell0352.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot_cell0352.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot_cell0352.png
train,group_8240,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8240\ok__rot3_cell1181.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1181.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1181.png
train,group_7366,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7366\ok__mirrv_cell1920.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1920.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1920.png
train,group_8141,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8141\ok__rot3_cell1027.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1027.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1027.png
train,group_6959,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6959\ok__mirrv_cell1234.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1234.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1234.png
train,group_3646,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3646\ok__cell0596.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0596.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0596.png
train,group_2501,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2501\Bgrade__rot2_cell2437.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot2_cell2437.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot2_cell2437.png
train,group_5242,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5242\ok__mirrh_cell0710.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell0710.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell0710.png
train,group_9223,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_9223\ok__rot_cell0210.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot_cell0210.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot_cell0210.png
train,group_2784,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2784\Bgrade__rot3_cell0691.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\rot3_cell0691.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__rot3_cell0691.png
train,group_3810,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_3810\ok__cell0925.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\cell0925.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__cell0925.png
train,group_7110,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_7110\ok__mirrv_cell1461.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1461.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1461.png
train,group_8033,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8033\ok__rot2_cell0659.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot2_cell0659.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot2_cell0659.png
train,group_6824,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_6824\ok__mirrv_cell1033.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrv_cell1033.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrv_cell1033.png
train,group_1697,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1697\Bgrade__mirrv_cell0280.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrv_cell0280.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrv_cell0280.png
train,group_8712,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_8712\ok__rot3_cell1947.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\rot3_cell1947.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__rot3_cell1947.png
train,group_2053,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_2053\Bgrade__mirrv_cell2446.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrv_cell2446.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrv_cell2446.png
train,group_1777,Bgrade,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_1777\Bgrade__mirrv_cell0433.png,C:\Users\my\PVModulecv\ResNetTrainData\Bgrade\mirrv_cell0433.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\Bgrade\Bgrade__mirrv_cell0433.png
train,group_5732,ok,C:\Users\my\PVModulecv\Manu\duplicate_groups_output_threshold_2_updated\group_5732\ok__mirrh_cell1507.png,C:\Users\my\PVModulecv\ResNetTrainData\ok\mirrh_cell1507.png,C:\Users\my\PVModulecv\Manu\experimentA_split\train\ok\ok__mirrh_cell1507.png
